"geometry","pair","size","time","species","perimeter_um","relative_perimeter","concentration_uM"
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",209.776854807496,0.930817610062893,1.25721165885593
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",210.485560398062,0.933962264150943,1.24827169978716
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",211.902971579194,0.940251572327044,1.25377855074988
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",213.320382760326,0.946540880503145,1.23960120077889
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",214.029088350892,0.949685534591195,1.23960120077889
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",215.446499532023,0.955974842767295,1.22965358633226
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",216.155205122589,0.959119496855346,1.21863314391435
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",217.572616303721,0.965408805031446,1.20611441775967
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",218.281321894287,0.968553459119497,1.20611441775967
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",219.698733075419,0.974842767295597,1.17752454497042
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",221.11614425655,0.981132075471698,1.16306684469817
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",221.824849847116,0.984276729559748,1.16306684469817
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",223.242261028248,0.990566037735849,1.14863613458063
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",223.950966618814,0.993710691823899,1.13559078919802
"AR 1.00 - 0.5x","L:W = 90:90","0.5x",10,"Rac_act",225.368377799945,1,1.13547993350905
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",0,0,1.33423709549082
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",1.78582618346422,0.00628930817610063,1.34991973552046
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",2.67873927519634,0.00943396226415094,1.37636253959841
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",4.46456545866056,0.0157232704402516,1.39847962810496
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",5.35747855039267,0.0188679245283019,1.39847962810496
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",7.1433047338569,0.0251572327044025,1.41933644864316
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",8.92913091732112,0.0314465408805031,1.43842378150365
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",9.82204400905323,0.0345911949685535,1.45547019257377
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",11.6078701925175,0.0408805031446541,1.47108464462149
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",12.5007832842496,0.0440251572327044,1.47108464462149
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",14.2866094677138,0.050314465408805,1.49579279081273
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",15.1795225594459,0.0534591194968553,1.49579279081273
"AR 1.00 - 1x","L:W = 90:90","1x",10,"Rac_act",16.9653487429101,0.059748427672956,1.49311431595515
