"geometry","time","species","relative_x","value"
"AR 1.00 - 0.5x",10,"cdc42_act",0.01,0.287487815459415
"AR 1.00 - 0.5x",10,"cdc42_act",0.03,0.292359631576645
"AR 1.00 - 0.5x",10,"cdc42_act",0.05,0.29764063163057
"AR 1.00 - 0.5x",10,"cdc42_act",0.07,0.302626681970845
"AR 1.00 - 0.5x",10,"cdc42_act",0.09,0.307578008313905
"AR 1.00 - 0.5x",10,"cdc42_act",0.11,0.314022262204065
"AR 1.00 - 0.5x",10,"cdc42_act",0.13,0.317906424451427
"AR 1.00 - 0.5x",10,"cdc42_act",0.15,0.322504247985109
"AR 1.00 - 0.5x",10,"cdc42_act",0.17,0.326502772442725
"AR 1.00 - 0.5x",10,"cdc42_act",0.19,0.331495253945412
"AR 1.00 - 0.5x",10,"cdc42_act",0.21,0.339975909420294
"AR 1.00 - 0.5x",10,"cdc42_act",0.23,0.347923000969861
"AR 1.00 - 0.5x",10,"cdc42_act",0.25,0.359103955300843
"AR 1.00 - 0.5x",10,"cdc42_act",0.27,0.37554982581619
"AR 1.00 - 0.5x",10,"cdc42_act",0.29,0.406875338789615
"AR 1.00 - 0.5x",10,"cdc42_act",0.31,0.487318689226068
"AR 1.00 - 0.5x",10,"cdc42_act",0.33,0.592559503568484
"AR 1.00 - 0.5x",10,"cdc42_act",0.35,0.740727154432966
"AR 1.00 - 0.5x",10,"cdc42_act",0.37,0.90560558765837
"AR 1.00 - 0.5x",10,"cdc42_act",0.39,1.04383728476579
"AR 1.00 - 0.5x",10,"cdc42_act",0.41,1.21007628379085
"AR 1.00 - 0.5x",10,"cdc42_act",0.43,1.30090710185379
"AR 1.00 - 0.5x",10,"cdc42_act",0.45,1.38413163563077
"AR 1.00 - 0.5x",10,"cdc42_act",0.47,1.45649092282177
"AR 1.00 - 0.5x",10,"cdc42_act",0.49,1.5209155830888
"AR 1.00 - 0.5x",10,"cdc42_act",0.51,1.61510852026287
"AR 1.00 - 0.5x",10,"cdc42_act",0.53,1.68090828892215
"AR 1.00 - 0.5x",10,"cdc42_act",0.55,1.74753500817019
"AR 1.00 - 0.5x",10,"cdc42_act",0.57,1.81680366985951
"AR 1.00 - 0.5x",10,"cdc42_act",0.59,1.88266647047024
"AR 1.00 - 0.5x",10,"cdc42_act",0.61,1.94225554125309
"AR 1.00 - 0.5x",10,"cdc42_act",0.63,1.96971585248694
"AR 1.00 - 0.5x",10,"cdc42_act",0.65,1.99128286887078
"AR 1.00 - 0.5x",10,"cdc42_act",0.67,2.0104238513158
"AR 1.00 - 0.5x",10,"cdc42_act",0.69,2.02835588844688
"AR 1.00 - 0.5x",10,"cdc42_act",0.71,2.05195864594574
"AR 1.00 - 0.5x",10,"cdc42_act",0.73,2.0704121146542
"AR 1.00 - 0.5x",10,"cdc42_act",0.75,2.08938619087966
"AR 1.00 - 0.5x",10,"cdc42_act",0.77,2.10802582086936
"AR 1.00 - 0.5x",10,"cdc42_act",0.79,2.12972895038328
"AR 1.00 - 0.5x",10,"cdc42_act",0.81,2.1595681543177
"AR 1.00 - 0.5x",10,"cdc42_act",0.83,2.18274179591544
"AR 1.00 - 0.5x",10,"cdc42_act",0.85,2.20679737358487
"AR 1.00 - 0.5x",10,"cdc42_act",0.87,2.2326679081439
"AR 1.00 - 0.5x",10,"cdc42_act",0.89,2.25897519029154
"AR 1.00 - 0.5x",10,"cdc42_act",0.91,2.29396048461072
"AR 1.00 - 0.5x",10,"cdc42_act",0.93,2.32135564472634
"AR 1.00 - 0.5x",10,"cdc42_act",0.95,2.34454069447277
"AR 1.00 - 0.5x",10,"cdc42_act",0.97,2.36819721029411
"AR 1.00 - 0.5x",10,"cdc42_act",0.99,2.38685586701376
"AR 1.00 - 0.5x",10,"Rac_act",0.01,1.14214244794261
"AR 1.00 - 0.5x",10,"Rac_act",0.03,1.16069756469668
"AR 1.00 - 0.5x",10,"Rac_act",0.05,1.18225321167145
"AR 1.00 - 0.5x",10,"Rac_act",0.07,1.2041444427403
"AR 1.00 - 0.5x",10,"Rac_act",0.09,1.22727706692085
"AR 1.00 - 0.5x",10,"Rac_act",0.11,1.25862036944163
"AR 1.00 - 0.5x",10,"Rac_act",0.13,1.28008211131417
"AR 1.00 - 0.5x",10,"Rac_act",0.15,1.30538001954596
"AR 1.00 - 0.5x",10,"Rac_act",0.17,1.32923900795575
"AR 1.00 - 0.5x",10,"Rac_act",0.19,1.35888541277116
"AR 1.00 - 0.5x",10,"Rac_act",0.21,1.4081894768716
"AR 1.00 - 0.5x",10,"Rac_act",0.23,1.4525000050605
"AR 1.00 - 0.5x",10,"Rac_act",0.25,1.50894018188852
"AR 1.00 - 0.5x",10,"Rac_act",0.27,1.58325302754547
"AR 1.00 - 0.5x",10,"Rac_act",0.29,1.70447396637259
"AR 1.00 - 0.5x",10,"Rac_act",0.31,1.96123033873639
"AR 1.00 - 0.5x",10,"Rac_act",0.33,2.2399549796219
"AR 1.00 - 0.5x",10,"Rac_act",0.35,2.58913299853966
"AR 1.00 - 0.5x",10,"Rac_act",0.37,2.98444974602746
"AR 1.00 - 0.5x",10,"Rac_act",0.39,3.32324809624476
"AR 1.00 - 0.5x",10,"Rac_act",0.41,3.74541117386399
"AR 1.00 - 0.5x",10,"Rac_act",0.43,3.97535522095188
"AR 1.00 - 0.5x",10,"Rac_act",0.45,4.18436503273031
"AR 1.00 - 0.5x",10,"Rac_act",0.47,4.36234746401074
"AR 1.00 - 0.5x",10,"Rac_act",0.49,4.51622544653255
"AR 1.00 - 0.5x",10,"Rac_act",0.51,4.73548311955112
"AR 1.00 - 0.5x",10,"Rac_act",0.53,4.88189707641825
"AR 1.00 - 0.5x",10,"Rac_act",0.55,5.02159793729609
"AR 1.00 - 0.5x",10,"Rac_act",0.57,5.15891201570383
"AR 1.00 - 0.5x",10,"Rac_act",0.59,5.29211508665998
"AR 1.00 - 0.5x",10,"Rac_act",0.61,5.43037505040639
"AR 1.00 - 0.5x",10,"Rac_act",0.63,5.49703963625789
"AR 1.00 - 0.5x",10,"Rac_act",0.65,5.54947165330647
"AR 1.00 - 0.5x",10,"Rac_act",0.67,5.59484223277605
"AR 1.00 - 0.5x",10,"Rac_act",0.69,5.63662460754462
"AR 1.00 - 0.5x",10,"Rac_act",0.71,5.69155277454261
"AR 1.00 - 0.5x",10,"Rac_act",0.73,5.73564846723363
"AR 1.00 - 0.5x",10,"Rac_act",0.75,5.7817400117071
"AR 1.00 - 0.5x",10,"Rac_act",0.77,5.8262800513632
"AR 1.00 - 0.5x",10,"Rac_act",0.79,5.88342754072801
"AR 1.00 - 0.5x",10,"Rac_act",0.81,5.9632748350594
"AR 1.00 - 0.5x",10,"Rac_act",0.83,6.02667978726744
"AR 1.00 - 0.5x",10,"Rac_act",0.85,6.09460829710458
"AR 1.00 - 0.5x",10,"Rac_act",0.87,6.17047093978111
"AR 1.00 - 0.5x",10,"Rac_act",0.89,6.24953269281298
"AR 1.00 - 0.5x",10,"Rac_act",0.91,6.3557085286849
"AR 1.00 - 0.5x",10,"Rac_act",0.93,6.4406432105106
"AR 1.00 - 0.5x",10,"Rac_act",0.95,6.50932748701002
"AR 1.00 - 0.5x",10,"Rac_act",0.97,6.57853829282445
"AR 1.00 - 0.5x",10,"Rac_act",0.99,6.62857143888079
"AR 1.00 - 0.5x",10,"Rho_act",0.01,2.03575648479244
"AR 1.00 - 0.5x",10,"Rho_act",0.03,2.0375550224017
"AR 1.00 - 0.5x",10,"Rho_act",0.05,2.04037369185337
"AR 1.00 - 0.5x",10,"Rho_act",0.07,2.04409270293766
"AR 1.00 - 0.5x",10,"Rho_act",0.09,2.0491023016
"AR 1.00 - 0.5x",10,"Rho_act",0.11,2.05607081326279
"AR 1.00 - 0.5x",10,"Rho_act",0.13,2.06395166095035
"AR 1.00 - 0.5x",10,"Rho_act",0.15,2.07146933518308
"AR 1.00 - 0.5x",10,"Rho_act",0.17,2.08034954163441
"AR 1.00 - 0.5x",10,"Rho_act",0.19,2.08922320207255
"AR 1.00 - 0.5x",10,"Rho_act",0.21,2.10042005291448
"AR 1.00 - 0.5x",10,"Rho_act",0.23,2.10800105969678
"AR 1.00 - 0.5x",10,"Rho_act",0.25,2.11240381591067
"AR 1.00 - 0.5x",10,"Rho_act",0.27,2.10956721177182
"AR 1.00 - 0.5x",10,"Rho_act",0.29,2.08542826577802
"AR 1.00 - 0.5x",10,"Rho_act",0.31,1.99384398397065
"AR 1.00 - 0.5x",10,"Rho_act",0.33,1.8633144613252
"AR 1.00 - 0.5x",10,"Rho_act",0.35,1.69690869097114
"AR 1.00 - 0.5x",10,"Rho_act",0.37,1.52624490217683
"AR 1.00 - 0.5x",10,"Rho_act",0.39,1.39576291845112
"AR 1.00 - 0.5x",10,"Rho_act",0.41,1.23895445548896
"AR 1.00 - 0.5x",10,"Rho_act",0.43,1.15661522370959
"AR 1.00 - 0.5x",10,"Rho_act",0.45,1.07810589878081
"AR 1.00 - 0.5x",10,"Rho_act",0.47,1.00810838515584
"AR 1.00 - 0.5x",10,"Rho_act",0.49,0.942963483137135
"AR 1.00 - 0.5x",10,"Rho_act",0.51,0.84007152850605
"AR 1.00 - 0.5x",10,"Rho_act",0.53,0.764971318432619
"AR 1.00 - 0.5x",10,"Rho_act",0.55,0.686271604678443
"AR 1.00 - 0.5x",10,"Rho_act",0.57,0.607118888288624
"AR 1.00 - 0.5x",10,"Rho_act",0.59,0.545503915490405
"AR 1.00 - 0.5x",10,"Rho_act",0.61,0.500223003865866
"AR 1.00 - 0.5x",10,"Rho_act",0.63,0.482117816449024
"AR 1.00 - 0.5x",10,"Rho_act",0.65,0.469289066287752
"AR 1.00 - 0.5x",10,"Rho_act",0.67,0.458570461317022
"AR 1.00 - 0.5x",10,"Rho_act",0.69,0.449167474491336
"AR 1.00 - 0.5x",10,"Rho_act",0.71,0.43743817968765
"AR 1.00 - 0.5x",10,"Rho_act",0.73,0.428676074704733
"AR 1.00 - 0.5x",10,"Rho_act",0.75,0.419985680714848
"AR 1.00 - 0.5x",10,"Rho_act",0.77,0.411625106854035
"AR 1.00 - 0.5x",10,"Rho_act",0.79,0.402225996330042
"AR 1.00 - 0.5x",10,"Rho_act",0.81,0.389660396713424
"AR 1.00 - 0.5x",10,"Rho_act",0.83,0.380164660500904
"AR 1.00 - 0.5x",10,"Rho_act",0.85,0.370592632818185
"AR 1.00 - 0.5x",10,"Rho_act",0.87,0.360577414063643
"AR 1.00 - 0.5x",10,"Rho_act",0.89,0.350734994885898
"AR 1.00 - 0.5x",10,"Rho_act",0.91,0.338060473871587
"AR 1.00 - 0.5x",10,"Rho_act",0.93,0.328521544656143
"AR 1.00 - 0.5x",10,"Rho_act",0.95,0.320672139088011
"AR 1.00 - 0.5x",10,"Rho_act",0.97,0.312927553554182
"AR 1.00 - 0.5x",10,"Rho_act",0.99,0.307242272013689
"AR 1.00 - 0.5x",20,"cdc42_act",0.01,0.15712815950349
"AR 1.00 - 0.5x",20,"cdc42_act",0.03,0.156823968430905
"AR 1.00 - 0.5x",20,"cdc42_act",0.05,0.156357333194929
"AR 1.00 - 0.5x",20,"cdc42_act",0.07,0.155764273524306
"AR 1.00 - 0.5x",20,"cdc42_act",0.09,0.155003594579632
"AR 1.00 - 0.5x",20,"cdc42_act",0.11,0.154007749660918
"AR 1.00 - 0.5x",20,"cdc42_act",0.13,0.153018675163943
"AR 1.00 - 0.5x",20,"cdc42_act",0.15,0.152185452982842
"AR 1.00 - 0.5x",20,"cdc42_act",0.17,0.151337385257989
"AR 1.00 - 0.5x",20,"cdc42_act",0.19,0.150702393725651
"AR 1.00 - 0.5x",20,"cdc42_act",0.21,0.150297264642158
"AR 1.00 - 0.5x",20,"cdc42_act",0.23,0.150392316569994
"AR 1.00 - 0.5x",20,"cdc42_act",0.25,0.151065291989864
"AR 1.00 - 0.5x",20,"cdc42_act",0.27,0.152431501505297
"AR 1.00 - 0.5x",20,"cdc42_act",0.29,0.155209537293631
"AR 1.00 - 0.5x",20,"cdc42_act",0.31,0.161962299532987
"AR 1.00 - 0.5x",20,"cdc42_act",0.33,0.174696671471395
"AR 1.00 - 0.5x",20,"cdc42_act",0.35,0.280901426378311
"AR 1.00 - 0.5x",20,"cdc42_act",0.37,0.59627962313111
"AR 1.00 - 0.5x",20,"cdc42_act",0.39,0.879989163949674
"AR 1.00 - 0.5x",20,"cdc42_act",0.41,1.17619945689303
"AR 1.00 - 0.5x",20,"cdc42_act",0.43,1.3385547772963
"AR 1.00 - 0.5x",20,"cdc42_act",0.45,1.47576440295421
"AR 1.00 - 0.5x",20,"cdc42_act",0.47,1.5875167382616
"AR 1.00 - 0.5x",20,"cdc42_act",0.49,1.67484756047018
"AR 1.00 - 0.5x",20,"cdc42_act",0.51,1.78526535605581
"AR 1.00 - 0.5x",20,"cdc42_act",0.53,1.85289218331537
"AR 1.00 - 0.5x",20,"cdc42_act",0.55,1.91695608779847
"AR 1.00 - 0.5x",20,"cdc42_act",0.57,1.98590132888125
"AR 1.00 - 0.5x",20,"cdc42_act",0.59,2.11262371830627
"AR 1.00 - 0.5x",20,"cdc42_act",0.61,2.34572074557762
"AR 1.00 - 0.5x",20,"cdc42_act",0.63,2.41084657564076
"AR 1.00 - 0.5x",20,"cdc42_act",0.65,2.43539998250445
"AR 1.00 - 0.5x",20,"cdc42_act",0.67,2.44859767051502
"AR 1.00 - 0.5x",20,"cdc42_act",0.69,2.45317511470928
"AR 1.00 - 0.5x",20,"cdc42_act",0.71,2.45281641536353
"AR 1.00 - 0.5x",20,"cdc42_act",0.73,2.45017622596765
"AR 1.00 - 0.5x",20,"cdc42_act",0.75,2.44634932600439
"AR 1.00 - 0.5x",20,"cdc42_act",0.77,2.441135576435
"AR 1.00 - 0.5x",20,"cdc42_act",0.79,2.43910974692061
"AR 1.00 - 0.5x",20,"cdc42_act",0.81,2.43679092149374
"AR 1.00 - 0.5x",20,"cdc42_act",0.83,2.43575189542037
"AR 1.00 - 0.5x",20,"cdc42_act",0.85,2.43547512840081
"AR 1.00 - 0.5x",20,"cdc42_act",0.87,2.43660211312847
"AR 1.00 - 0.5x",20,"cdc42_act",0.89,2.43789987932189
"AR 1.00 - 0.5x",20,"cdc42_act",0.91,2.43804605194138
"AR 1.00 - 0.5x",20,"cdc42_act",0.93,2.43866140887307
"AR 1.00 - 0.5x",20,"cdc42_act",0.95,2.43479256268244
"AR 1.00 - 0.5x",20,"cdc42_act",0.97,2.430529203182
"AR 1.00 - 0.5x",20,"cdc42_act",0.99,2.42615070424913
"AR 1.00 - 0.5x",20,"Rac_act",0.01,0.460920889295228
"AR 1.00 - 0.5x",20,"Rac_act",0.03,0.459557257698413
"AR 1.00 - 0.5x",20,"Rac_act",0.05,0.457469791810791
"AR 1.00 - 0.5x",20,"Rac_act",0.07,0.454823066310331
"AR 1.00 - 0.5x",20,"Rac_act",0.09,0.45144156106695
"AR 1.00 - 0.5x",20,"Rac_act",0.11,0.447046413780845
"AR 1.00 - 0.5x",20,"Rac_act",0.13,0.442704013402056
"AR 1.00 - 0.5x",20,"Rac_act",0.15,0.439106532518991
"AR 1.00 - 0.5x",20,"Rac_act",0.17,0.435491338693114
"AR 1.00 - 0.5x",20,"Rac_act",0.19,0.432920388829558
"AR 1.00 - 0.5x",20,"Rac_act",0.21,0.431647956222445
"AR 1.00 - 0.5x",20,"Rac_act",0.23,0.43267733396323
"AR 1.00 - 0.5x",20,"Rac_act",0.25,0.43665984593793
"AR 1.00 - 0.5x",20,"Rac_act",0.27,0.444251420215681
"AR 1.00 - 0.5x",20,"Rac_act",0.29,0.459732847650274
"AR 1.00 - 0.5x",20,"Rac_act",0.31,0.50087418674325
"AR 1.00 - 0.5x",20,"Rac_act",0.33,0.579352600745613
"AR 1.00 - 0.5x",20,"Rac_act",0.35,0.971654270678066
"AR 1.00 - 0.5x",20,"Rac_act",0.37,1.90840036293208
"AR 1.00 - 0.5x",20,"Rac_act",0.39,2.9046277160301
"AR 1.00 - 0.5x",20,"Rac_act",0.41,4.07385951092163
"AR 1.00 - 0.5x",20,"Rac_act",0.43,4.74862041417125
"AR 1.00 - 0.5x",20,"Rac_act",0.45,5.30214411560375
"AR 1.00 - 0.5x",20,"Rac_act",0.47,5.72677912979815
"AR 1.00 - 0.5x",20,"Rac_act",0.49,6.01728431387328
"AR 1.00 - 0.5x",20,"Rac_act",0.51,6.33304648572293
"AR 1.00 - 0.5x",20,"Rac_act",0.53,6.48656739208968
"AR 1.00 - 0.5x",20,"Rac_act",0.55,6.60881020563783
"AR 1.00 - 0.5x",20,"Rac_act",0.57,6.74139708196786
"AR 1.00 - 0.5x",20,"Rac_act",0.59,7.03439659663156
"AR 1.00 - 0.5x",20,"Rac_act",0.61,7.59534115552169
"AR 1.00 - 0.5x",20,"Rac_act",0.63,7.79464276333327
"AR 1.00 - 0.5x",20,"Rac_act",0.65,7.88042444160538
"AR 1.00 - 0.5x",20,"Rac_act",0.67,7.91800029775438
"AR 1.00 - 0.5x",20,"Rac_act",0.69,7.9171964810198
"AR 1.00 - 0.5x",20,"Rac_act",0.71,7.88738441854878
"AR 1.00 - 0.5x",20,"Rac_act",0.73,7.85646064942669
"AR 1.00 - 0.5x",20,"Rac_act",0.75,7.82240997572133
"AR 1.00 - 0.5x",20,"Rac_act",0.77,7.7821227195639
"AR 1.00 - 0.5x",20,"Rac_act",0.79,7.76529791940652
"AR 1.00 - 0.5x",20,"Rac_act",0.81,7.74761121774695
"AR 1.00 - 0.5x",20,"Rac_act",0.83,7.74112720239355
"AR 1.00 - 0.5x",20,"Rac_act",0.85,7.74156928545657
"AR 1.00 - 0.5x",20,"Rac_act",0.87,7.75213221210126
"AR 1.00 - 0.5x",20,"Rac_act",0.89,7.76575330410736
"AR 1.00 - 0.5x",20,"Rac_act",0.91,7.77726006059054
"AR 1.00 - 0.5x",20,"Rac_act",0.93,7.78959337687558
"AR 1.00 - 0.5x",20,"Rac_act",0.95,7.77801412546614
"AR 1.00 - 0.5x",20,"Rac_act",0.97,7.76438909744943
"AR 1.00 - 0.5x",20,"Rac_act",0.99,7.74789279514263
"AR 1.00 - 0.5x",20,"Rho_act",0.01,2.27196811455783
"AR 1.00 - 0.5x",20,"Rho_act",0.03,2.27263622387746
"AR 1.00 - 0.5x",20,"Rho_act",0.05,2.27369215110262
"AR 1.00 - 0.5x",20,"Rho_act",0.07,2.2750795573321
"AR 1.00 - 0.5x",20,"Rho_act",0.09,2.27696002432896
"AR 1.00 - 0.5x",20,"Rho_act",0.11,2.27967583024115
"AR 1.00 - 0.5x",20,"Rho_act",0.13,2.28258443410167
"AR 1.00 - 0.5x",20,"Rho_act",0.15,2.28558344207484
"AR 1.00 - 0.5x",20,"Rho_act",0.17,2.28909357880245
"AR 1.00 - 0.5x",20,"Rho_act",0.19,2.29301987205023
"AR 1.00 - 0.5x",20,"Rho_act",0.21,2.2989904449384
"AR 1.00 - 0.5x",20,"Rho_act",0.23,2.30426206644903
"AR 1.00 - 0.5x",20,"Rho_act",0.25,2.31058349403257
"AR 1.00 - 0.5x",20,"Rho_act",0.27,2.31758303790704
"AR 1.00 - 0.5x",20,"Rho_act",0.29,2.32605811239303
"AR 1.00 - 0.5x",20,"Rho_act",0.31,2.34090321235545
"AR 1.00 - 0.5x",20,"Rho_act",0.33,2.35344757651795
"AR 1.00 - 0.5x",20,"Rho_act",0.35,2.24561315782283
"AR 1.00 - 0.5x",20,"Rho_act",0.37,1.89617340154199
"AR 1.00 - 0.5x",20,"Rho_act",0.39,1.64459134717189
"AR 1.00 - 0.5x",20,"Rho_act",0.41,1.41588231164855
"AR 1.00 - 0.5x",20,"Rho_act",0.43,1.30345328651364
"AR 1.00 - 0.5x",20,"Rho_act",0.45,1.20864757881742
"AR 1.00 - 0.5x",20,"Rho_act",0.47,1.12905744555486
"AR 1.00 - 0.5x",20,"Rho_act",0.49,1.06170821994059
"AR 1.00 - 0.5x",20,"Rho_act",0.51,0.96534222007205
"AR 1.00 - 0.5x",20,"Rho_act",0.53,0.898632756825589
"AR 1.00 - 0.5x",20,"Rho_act",0.55,0.828550810203701
"AR 1.00 - 0.5x",20,"Rho_act",0.57,0.7496923366447
"AR 1.00 - 0.5x",20,"Rho_act",0.59,0.593819070947469
"AR 1.00 - 0.5x",20,"Rho_act",0.61,0.335093504110975
"AR 1.00 - 0.5x",20,"Rho_act",0.63,0.290253233996133
"AR 1.00 - 0.5x",20,"Rho_act",0.65,0.280891067402202
"AR 1.00 - 0.5x",20,"Rho_act",0.67,0.276956317022724
"AR 1.00 - 0.5x",20,"Rho_act",0.69,0.276083402248003
"AR 1.00 - 0.5x",20,"Rho_act",0.71,0.276778332331837
"AR 1.00 - 0.5x",20,"Rho_act",0.73,0.277839150080234
"AR 1.00 - 0.5x",20,"Rho_act",0.75,0.279002418073051
"AR 1.00 - 0.5x",20,"Rho_act",0.77,0.280301310086465
"AR 1.00 - 0.5x",20,"Rho_act",0.79,0.280649258459563
"AR 1.00 - 0.5x",20,"Rho_act",0.81,0.280773533001583
"AR 1.00 - 0.5x",20,"Rho_act",0.83,0.280564945451265
"AR 1.00 - 0.5x",20,"Rho_act",0.85,0.280113987725498
"AR 1.00 - 0.5x",20,"Rho_act",0.87,0.279339325463864
"AR 1.00 - 0.5x",20,"Rho_act",0.89,0.278571799686393
"AR 1.00 - 0.5x",20,"Rho_act",0.91,0.278001078129591
"AR 1.00 - 0.5x",20,"Rho_act",0.93,0.277564229757407
"AR 1.00 - 0.5x",20,"Rho_act",0.95,0.278250690720388
"AR 1.00 - 0.5x",20,"Rho_act",0.97,0.279116506275005
"AR 1.00 - 0.5x",20,"Rho_act",0.99,0.280108037756502
"AR 1.00 - 0.5x",50,"cdc42_act",0.01,0.0739897951811566
"AR 1.00 - 0.5x",50,"cdc42_act",0.03,0.0740662947690224
"AR 1.00 - 0.5x",50,"cdc42_act",0.05,0.0741922120847222
"AR 1.00 - 0.5x",50,"cdc42_act",0.07,0.074364781222197
"AR 1.00 - 0.5x",50,"cdc42_act",0.09,0.0746141873500965
"AR 1.00 - 0.5x",50,"cdc42_act",0.11,0.0750132911654232
"AR 1.00 - 0.5x",50,"cdc42_act",0.13,0.075467055760723
"AR 1.00 - 0.5x",50,"cdc42_act",0.15,0.0760075928700685
"AR 1.00 - 0.5x",50,"cdc42_act",0.17,0.0766866313145873
"AR 1.00 - 0.5x",50,"cdc42_act",0.19,0.0775693601634496
"AR 1.00 - 0.5x",50,"cdc42_act",0.21,0.0791345467079378
"AR 1.00 - 0.5x",50,"cdc42_act",0.23,0.0806959654756748
"AR 1.00 - 0.5x",50,"cdc42_act",0.25,0.0827913326403115
"AR 1.00 - 0.5x",50,"cdc42_act",0.27,0.0853645298784272
"AR 1.00 - 0.5x",50,"cdc42_act",0.29,0.0889288163174504
"AR 1.00 - 0.5x",50,"cdc42_act",0.31,0.0955221515521738
"AR 1.00 - 0.5x",50,"cdc42_act",0.33,0.102194299078205
"AR 1.00 - 0.5x",50,"cdc42_act",0.35,0.111508375435847
"AR 1.00 - 0.5x",50,"cdc42_act",0.37,0.126969825496859
"AR 1.00 - 0.5x",50,"cdc42_act",0.39,0.203335257349292
"AR 1.00 - 0.5x",50,"cdc42_act",0.41,0.585981402045433
"AR 1.00 - 0.5x",50,"cdc42_act",0.43,0.870262985392946
"AR 1.00 - 0.5x",50,"cdc42_act",0.45,1.12376297194995
"AR 1.00 - 0.5x",50,"cdc42_act",0.47,1.3548686085977
"AR 1.00 - 0.5x",50,"cdc42_act",0.49,1.56237314496826
"AR 1.00 - 0.5x",50,"cdc42_act",0.51,1.81948018385621
"AR 1.00 - 0.5x",50,"cdc42_act",0.53,1.98108786629173
"AR 1.00 - 0.5x",50,"cdc42_act",0.55,2.11767555532215
"AR 1.00 - 0.5x",50,"cdc42_act",0.57,2.23729291100682
"AR 1.00 - 0.5x",50,"cdc42_act",0.59,2.361353657958
"AR 1.00 - 0.5x",50,"cdc42_act",0.61,2.59367882355706
"AR 1.00 - 0.5x",50,"cdc42_act",0.63,2.84602275487514
"AR 1.00 - 0.5x",50,"cdc42_act",0.65,3.13466242048821
"AR 1.00 - 0.5x",50,"cdc42_act",0.67,3.26851793215561
"AR 1.00 - 0.5x",50,"cdc42_act",0.69,3.34080727591431
"AR 1.00 - 0.5x",50,"cdc42_act",0.71,3.40429881337488
"AR 1.00 - 0.5x",50,"cdc42_act",0.73,3.42981617551266
"AR 1.00 - 0.5x",50,"cdc42_act",0.75,3.43531178965737
"AR 1.00 - 0.5x",50,"cdc42_act",0.77,3.42675673209189
"AR 1.00 - 0.5x",50,"cdc42_act",0.79,3.39981158474876
"AR 1.00 - 0.5x",50,"cdc42_act",0.81,3.34726393761212
"AR 1.00 - 0.5x",50,"cdc42_act",0.83,3.29409363467698
"AR 1.00 - 0.5x",50,"cdc42_act",0.85,3.23150634162851
"AR 1.00 - 0.5x",50,"cdc42_act",0.87,3.16514521161265
"AR 1.00 - 0.5x",50,"cdc42_act",0.89,3.09518913036666
"AR 1.00 - 0.5x",50,"cdc42_act",0.91,2.99397259526938
"AR 1.00 - 0.5x",50,"cdc42_act",0.93,2.924016235285
"AR 1.00 - 0.5x",50,"cdc42_act",0.95,2.8404737525705
"AR 1.00 - 0.5x",50,"cdc42_act",0.97,2.76058526841509
"AR 1.00 - 0.5x",50,"cdc42_act",0.99,2.69916880670791
"AR 1.00 - 0.5x",50,"Rac_act",0.01,0.111746380766465
"AR 1.00 - 0.5x",50,"Rac_act",0.03,0.111882273404626
"AR 1.00 - 0.5x",50,"Rac_act",0.05,0.112108178118951
"AR 1.00 - 0.5x",50,"Rac_act",0.07,0.112420661851831
"AR 1.00 - 0.5x",50,"Rac_act",0.09,0.112878449914051
"AR 1.00 - 0.5x",50,"Rac_act",0.11,0.113626587792328
"AR 1.00 - 0.5x",50,"Rac_act",0.13,0.114486495697979
"AR 1.00 - 0.5x",50,"Rac_act",0.15,0.115539264352496
"AR 1.00 - 0.5x",50,"Rac_act",0.17,0.116877793129748
"AR 1.00 - 0.5x",50,"Rac_act",0.19,0.118662375628469
"AR 1.00 - 0.5x",50,"Rac_act",0.21,0.121910785083069
"AR 1.00 - 0.5x",50,"Rac_act",0.23,0.125226756334763
"AR 1.00 - 0.5x",50,"Rac_act",0.25,0.129798533060149
"AR 1.00 - 0.5x",50,"Rac_act",0.27,0.13557419669311
"AR 1.00 - 0.5x",50,"Rac_act",0.29,0.143957103275912
"AR 1.00 - 0.5x",50,"Rac_act",0.31,0.160466249531679
"AR 1.00 - 0.5x",50,"Rac_act",0.33,0.178537364013412
"AR 1.00 - 0.5x",50,"Rac_act",0.35,0.207531414703902
"AR 1.00 - 0.5x",50,"Rac_act",0.37,0.26274842189215
"AR 1.00 - 0.5x",50,"Rac_act",0.39,0.490075239666171
"AR 1.00 - 0.5x",50,"Rac_act",0.41,1.45503563212186
"AR 1.00 - 0.5x",50,"Rac_act",0.43,2.39328103389486
"AR 1.00 - 0.5x",50,"Rac_act",0.45,3.43975927807023
"AR 1.00 - 0.5x",50,"Rac_act",0.47,4.50512416766523
"AR 1.00 - 0.5x",50,"Rac_act",0.49,5.53133983938038
"AR 1.00 - 0.5x",50,"Rac_act",0.51,6.77953359186241
"AR 1.00 - 0.5x",50,"Rac_act",0.53,7.51404199628889
"AR 1.00 - 0.5x",50,"Rac_act",0.55,8.04242252146227
"AR 1.00 - 0.5x",50,"Rac_act",0.57,8.4184097148945
"AR 1.00 - 0.5x",50,"Rac_act",0.59,8.71734151038898
"AR 1.00 - 0.5x",50,"Rac_act",0.61,9.24665084137741
"AR 1.00 - 0.5x",50,"Rac_act",0.63,9.73978946425465
"AR 1.00 - 0.5x",50,"Rac_act",0.65,10.3817446213935
"AR 1.00 - 0.5x",50,"Rac_act",0.67,10.8004147125754
