"geometry","time","cdc42_ratio","cdc42_contrast","rac_ratio","rac_contrast","rho_front_back_ratio","rho_separation","cdc42_boundary_mean","rac_boundary_mean","rho_boundary_mean","cdc42_peaks","rac_peaks","cdc42_dominance","cdc42_peak_position"
"AR 1.00 - 0.5x",20,15.9186281736742,0.881787105936163,17.5198687474003,0.89200787396073,0.122314122782405,0.335277721897036,1.21048191837456,3.90956464967985,1.39495407817344,1,1,Inf,0.49375
"AR 1.00 - 0.5x",21,17.0076565090591,0.888936131195424,19.4221452764505,0.902067095649042,0.11729139781963,0.3348030487135,1.22245491207017,3.94399388083109,1.39385127773597,1,1,Inf,0.49375
"AR 1.00 - 0.5x",22,18.0924744560031,0.895246684519137,21.4076130541441,0.91074462080511,0.112763204619311,0.334533365519074,1.23379125573107,3.97608557991379,1.39282417908208,1,1,Inf,0.49375
"AR 1.00 - 0.5x",23,19.1683083202077,0.90083451877835,23.4641970554561,0.918247878911932,0.108666833915678,0.334422285425478,1.2444901182609,4.00581595269773,1.39192861283129,1,1,Inf,0.49375
"AR 1.00 - 0.5x",24,20.2320589340237,0.905802823635014,25.5808171738948,0.924757768472061,0.10494671366577,0.334289677236904,1.25461070188592,4.03330943758754,1.39106572192667,1,1,Inf,0.50625
"AR 1.00 - 0.5x",25,21.2822247950979,0.910242356030804,27.7479700427295,0.93042987045599,0.101554564144291,0.334240027457652,1.26419541368436,4.05875768655324,1.39015261433195,1,1,Inf,0.50625
"AR 1.00 - 0.5x",26,22.3179656283637,0.914229224286735,29.9576035237267,0.935395516049324,0.0984500194254206,0.334260078929428,1.27323643540621,4.08231362145824,1.38926192235382,1,1,Inf,0.50625
"AR 1.00 - 0.5x",27,23.3379573672308,0.917823835015306,32.2022129542494,0.939763051253364,0.0955998926252713,0.334255951317964,1.28170424049979,4.10406149203151,1.38856236530153,1,1,Inf,0.51875
"AR 1.00 - 0.5x",28,24.340046868213,0.921073547716724,34.4739685881311,0.943620630011237,0.0929759643167272,0.3342905167207,1.28959968102189,4.1240619933793,1.38819544132571,1,1,Inf,0.51875
"AR 1.00 - 0.5x",29,25.3215889488174,0.924016745193878,36.7644741544511,0.94704017347573,0.0905532160096131,0.334367270456324,1.29700570955399,4.14243341359238,1.38812769122947,1,1,Inf,0.51875
"AR 1.00 - 0.5x",30,26.2799385473057,0.926686051857051,39.0650593563267,0.950081192137703,0.088309231686582,0.334437214064993,1.3040548428974,4.15938517003832,1.38811222121257,1,1,Inf,0.51875
"AR 1.00 - 0.5x",31,27.2130097677018,0.92911071819464,41.3673983487505,0.952793891578216,0.0862239498135246,0.334477451234286,1.31081825730942,4.17512232056519,1.38796407032301,1,1,Inf,0.51875
"AR 1.00 - 0.5x",32,28.1198911928719,0.93131842468939,43.6643596417312,0.955221567799411,0.0842793731691728,0.334541684960654,1.3173025089232,4.18976039652214,1.38770994229175,1,1,Inf,0.53125
"AR 1.00 - 0.5x",33,29.0012843607606,0.933336187346171,45.9508974842183,0.957402305234479,0.0824594887330523,0.334637308114284,1.3235397493413,4.20338838062238,1.38738269394053,1,1,Inf,0.53125
"AR 1.00 - 0.5x",34,29.8592398552567,0.935189589588698,48.2244654197351,0.959369797458518,0.0807505595983889,0.334744663015682,1.3296185365492,4.21616807153369,1.38685406067776,1,1,Inf,0.53125
"AR 1.00 - 0.5x",35,30.6959356084588,0.936900427086107,50.484290052014,0.961153198422676,0.079141540547595,0.334854043541004,1.33560567876989,4.22830624249567,1.38598002204486,1,1,Inf,0.53125
"AR 1.00 - 0.5x",36,31.5124726450152,0.938485146244125,52.7297855835269,0.962776698654588,0.07762376632507,0.334996426482912,1.34149660961599,4.23994056375923,1.38480141829653,1,1,Inf,0.54375
"AR 1.00 - 0.5x",37,32.308666903909,0.939955567547337,54.9593434514263,0.964259766526103,0.0761898632004277,0.335161937532401,1.34724954713143,4.25110503841975,1.38346862080123,1,1,Inf,0.54375
"AR 1.00 - 0.5x",38,33.0835285225807,0.941320629444954,57.1701002359343,0.965618075404922,0.074832924193876,0.335340154704504,1.35282154808035,4.26177295891713,1.38211998320993,1,1,Inf,0.54375
"AR 1.00 - 0.5x",39,33.8358695850829,0.942587912292093,59.3583906709852,0.966864590361562,0.0735462421334529,0.33547620240555,1.35818412911069,4.27190332682693,1.38084889867153,1,1,Inf,0.54375
"AR 1.00 - 0.5x",40,34.564898352282,0.943764776713563,61.5205326710565,0.968010509275045,0.0723232852976531,0.335613125707878,1.36333496569935,4.28147174623606,1.37969319987362,1,1,Inf,0.54375
"AR 1.00 - 0.5x",41,35.2707525838269,0.944859153518315,63.653741750938,0.969065982171542,0.0711578179673128,0.335750952345469,1.36830555145737,4.29049457515033,1.37860448780443,1,1,Inf,0.54375
"AR 1.00 - 0.5x",42,35.9549160828873,0.945880001580463,65.7570192971857,0.970040603654029,0.0700440891460847,0.335893495076519,1.37313939807125,4.29903210781174,1.3774736175272,1,1,Inf,0.55625
